350	1.617764
355	46.255882
360	70.41358200000001
365	73.314082
370	70.519982
375	68.566182
380	68.315782
385	69.050282
390	70.032882
395	70.602182
400	72.303082
405	72.574082
410	72.032782
415	72.074782
420	71.818382
425	72.997682
430	72.391082
435	72.917782
440	72.959982
445	73.120082
450	73.525082
455	73.974782
460	74.786782
465	75.780182
470	74.220782
475	74.558682
480	76.220682
485	76.156982
490	76.426382
495	76.352182
500	75.96288199999999
505	75.671182
510	76.426582
515	75.984982
520	76.199482
525	76.056982
530	75.165682
535	74.716482
540	75.53568199999999
545	76.155782
550	76.34598200000001
555	75.90078200000001
560	75.677482
565	74.94828200000001
570	73.713982
575	73.27488200000001
580	72.438582
585	72.140882
590	70.315382
595	68.082882
600	65.401782
605	63.208782
610	61.212382
615	56.532282
620	52.607382
625	47.914082
630	42.821582
635	38.224982
640	33.347982
645	29.395282
650	25.046382
655	20.703582
660	16.867082
665	13.773682
670	11.140682
675	8.766882000000001
680	6.983482
685	5.529492
690	4.299182
695	3.334212
700	2.618572
705	2.145302
710	1.788412
715	1.517088
720	1.301996
725	1.172785
730	1.092809
735	1.045991
740	1.078602
745	1.118496
750	1.212903
755	1.223422
760	0.527381
765	0.335249
770	0.180805
775	0.120901
780	0.12744
785	0.189346
790	0.153673
795	0.118695
800	0
nan	nan
nan	nan
nan	nan
nan	nan
nan	nan
