150000	0.11019
300000	0.21956
450000	0.32949
600000	0.43899
750000	0.54803
900000	0.65694
1050000	0.76562
1200000	0.87487
1350000	0.98292
1500000	1.09146
1650000	1.20001
1800000	1.30822
1950000	1.41599
2100000	1.52399
2250000	1.63194
2400000	1.73947
2550000	1.84646
2700000	1.95392
2850000	2.06128
3000000	2.16844
150000	0.11052
300000	0.22018
450000	0.32939
600000	0.43886
750000	0.54798
900000	0.65739
1050000	0.76596
1200000	0.87474
1350000	0.983
1500000	1.0915
1650000	1.20004
1800000	1.30818
1950000	1.41613
2100000	1.52408
2250000	1.63159
2400000	1.73965
2550000	1.84696
2700000	1.95445
2850000	2.06177
3000000	2.16829
