4.85	0.656
2.39	0.482
5.866	0.999
-1.619	-0.019
2.421	0.37
1.494	0.902
8.606999999999999	1.336
5.828	0.74
2.536	1.102
0.473	1.067
3.763	0.489
0.446	0.081
0.989	1.484
-11.2	1.128
0.6830000000000001	1.2
0.005	1.166
2.476	0.425
2.329	0.421
7.773	1.567
-0.454	0.955
3.585	0.516
1.163	1.438
1.175	0.962
2.89	0.456
3.934	0.528
1.728	0.763
4.113	0.535
4.16	0.671
2.346	0.468
1.068	1.041
1.319	0.142
0.196	1.453
1.497	0.04
2.82	0.466
2.066	0.514
3.258	0.916
1.35	1.15
2.532	0.391
5.518	0.778
2.629	0.475
0.889	0.026
-9.390000000000001	0.57
2.134	0.387
0.508	1.032
0.281	1.104
5.617	nan
-1.034	1.035
7.729	1.15
-1.824	1.164
1.654	0.45
2.62	0.616
-11.06	0.906
1.953	0.196
-9.039999999999999	nan
7.066	1.03
3.338	0.551
1.097	1.329
5.894	0.863
4.106	0.52
-10.91	0.091
2.161	0.386
2.597	1.081
0.823	0.994
-0.01	-0.047
1.144	1.156
7.31	1.147
3.027	0.401
1.944	0.495
6.293	0.9399999999999999
2.02	0.135
4.289	0.706
2.577	0.846
4.251	0.671
-0.337	1.446
6.687	1.068
-1.614	1.524
1.334	1.67
1.812	0.022
-1.194	1.203
1.525	0.529
4.08	0.5659999999999999
5.363	0.642
-10.5	1.107
0.174	1.726
6.214	0.852
3.199	0.359
0.873	0.018
0.142	0.43
-0.588	0.911
-0.952	1.566
2.37	0.5
0.266	1.3
0.643	0.944
4.186	0.619
5.311	0.644
2.8	0.513
7.73	1.36
3.657	0.551
3.201	0.53
-2.675	2.835
2.114	0.898
4.483	0.509
-0.223	1.55
3.085	0.538
4.392	0.543
0.524	0.455
-0.281	0.97
-0.576	1.615
-11.47	1.315
1.043	0.388
5.131	0.787
8.353	1.308
8.226000000000001	1.384
-11.07	0.021
2.595	0.654
0.399	0.16
3.11	0.435
-1.303	1.093
4.75	0.606
0.861	1.071
0.209	1.183
0.057	1.197
0.663	1.254
1.068	1.169
-4.293	0.407
1.966	0.366
0.672	0.969
6.218	0.9419999999999999
2.251	0.182
3.204	0.5590000000000001
1.713	1.08
2.643	0.2
2.231	0.358
0.022	0.545
0.282	0.264
